"","ID","Item"
"34648",1334,"Hidden Markov Models HMMs"
"34649",1334,"Logistic Regression"
"34650",1334,"Markov Logic Networks"
"34651",1334,"Neural Networks - CNNs"
"34652",1334,"Neural Networks - RNNs"
"34653",1334,"Support Vector Machines (SVMs)"
"34654",1334,"Bayesian Techniques"
"34655",1334,"Decision Trees"
"34656",1334,"Ensemble Methods"
"34657",1334,"Gradient Boosted Machines"
"34658",1334,"Random Forests"
"34659",1334,"Regression/Logistic Regression"
"34660",1334,"SVMs"
"34661",1334,"Amazon Web services"
"34662",1334,"Jupyter notebooks"
"34663",1334,"MATLAB/Octave"
"34664",1334,"Microsoft R Server (Formerly Revolution Analytics)"
"34665",1334,"Python"
"34666",1334,"R"
"34667",1334,"SQL"
"34668",1334,"TensorFlow"
"34669",1334,"Unix shell / awk"
"34670",1334,"Association Rules"
"34671",1334,"Cross-Validation"
"34672",1334,"Data Visualization"
"34673",1334,"Decision Trees"
"34674",1334,"Ensemble Methods"
"34675",1334,"Evolutionary Approaches"
"34676",1334,"Gradient Boosted Machines"
"34677",1334,"kNN and Other Clustering"
"34678",1334,"Logistic Regression"
"34679",1334,"Natural Language Processing"
"34680",1334,"PCA and Dimensionality Reduction"
"34681",1334,"Random Forests"
"34682",1334,"Segmentation"
"34683",1334,"SVMs"
"34684",1334,"Text Analytics"
"34685",1334,"Time Series Analysis"
"34686",1335,"Data Analyst"
"34687",1335,"Python"
"34688",1335,"Kaggle"
"34689",1335,"Stack Overflow Q&A"
"34690",1335,"Recommendation Engines"
"34691",1335,"Supervised Machine Learning (Tabular Data)"
"34692",1335,"Time Series"
"34693",1335,"Logistic Regression"
"34694",1335,"Regression/Logistic Regression"
"34695",1335,"SVMs"
"34696",1335,"Amazon Web services"
"34697",1335,"Jupyter notebooks"
"34698",1335,"Python"
"34699",1335,"R"
"34700",1335,"SQL"
"34701",1335,"A/B Testing"
"34702",1335,"Gradient Boosted Machines"
"34703",1335,"Logistic Regression"
"34704",1335,"SVMs"
"34705",1336,"Data Scientist"
"34706",1336,"Python"
"34707",1336,"Arxiv"
"34708",1336,"Blogs"
"34709",1336,"Conferences"
"34710",1336,"Kaggle"
"34711",1336,"Textbook"
"34712",1336,"Adversarial Learning"
"34713",1336,"Outlier detection (e.g. Fraud detection)"
"34714",1336,"Recommendation Engines"
"34715",1336,"Time Series"
"34716",1336,"Unsupervised Learning"
"34717",1336,"Bayesian Techniques"
"34718",1336,"Decision Trees - Gradient Boosted Machines"
"34719",1336,"Decision Trees - Random Forests"
"34720",1336,"Gradient Boosting"
"34721",1336,"Hidden Markov Models HMMs"
"34722",1336,"Logistic Regression"
"34723",1336,"Markov Logic Networks"
"34724",1336,"Support Vector Machines (SVMs)"
"34725",1336,"Bayesian Techniques"
"34726",1336,"Decision Trees"
"34727",1336,"Random Forests"
"34728",1336,"Regression/Logistic Regression"
"34729",1336,"Microsoft R Server (Formerly Revolution Analytics)"
"34730",1336,"Python"
"34731",1336,"A/B Testing"
"34732",1336,"Bayesian Techniques"
"34733",1336,"Cross-Validation"
"34734",1336,"Data Visualization"
"34735",1336,"kNN and Other Clustering"
"34736",1336,"Logistic Regression"
"34737",1336,"Naive Bayes"
"34738",1336,"PCA and Dimensionality Reduction"
"34739",1336,"Random Forests"
"34740",1336,"Recommender Systems"
"34741",1336,"Segmentation"
"34742",1336,"Simulation"
"34743",1336,"Time Series Analysis"
"34744",1337,"R"
"34745",1337,"Personal Projects"
"34746",1337,"Outlier detection (e.g. Fraud detection)"
"34747",1337,"Recommendation Engines"
"34748",1337,"Supervised Machine Learning (Tabular Data)"
"34749",1337,"Neural Networks - CNNs"
"34750",1338,"Researcher"
"34751",1338,"R"
"34752",1338,"Online courses"
"34753",1338,"Stack Overflow Q&A"
"34754",1338,"YouTube Videos"
"34755",1338,"Supervised Machine Learning (Tabular Data)"
"34756",1338,"Logistic Regression"
"34757",1338,"Regression/Logistic Regression"
"34758",1338,"IBM SPSS Statistics"
"34759",1338,"Other"
"34760",1338,"Data Visualization"
"34761",1338,"Logistic Regression"
"34762",1339,"Python"
"34763",1339,"Official documentation"
"34764",1339,"Online courses"
"34765",1339,"Personal Projects"
"34766",1339,"Stack Overflow Q&A"
"34767",1339,"Textbook"
"34768",1339,"Coursera"
"34769",1339,"Udacity"
"34770",1339,"Supervised Machine Learning (Tabular Data)"
"34771",1339,"Bayesian Techniques"
"34772",1339,"Decision Trees - Random Forests"
"34773",1339,"Logistic Regression"
"34774",1339,"Neural Networks - GANs"
"34775",1340,"Scientist/Researcher"
"34776",1340,"R"
"34777",1340,"Personal Projects"
"34778",1340,"Stack Overflow Q&A"
"34779",1340,"YouTube Videos"
"34780",1340,"Supervised Machine Learning (Tabular Data)"
"34781",1340,"Survival Analysis"
"34782",1340,"Unsupervised Learning"
"34783",1340,"Bayesian Techniques"
"34784",1340,"Decision Trees - Gradient Boosted Machines"
"34785",1340,"Decision Trees - Random Forests"
"34786",1340,"Ensemble Methods"
"34787",1340,"Gradient Boosting"
"34788",1340,"Logistic Regression"
"34789",1340,"Support Vector Machines (SVMs)"
"34790",1340,"Bayesian Techniques"
"34791",1340,"Regression/Logistic Regression"
"34792",1340,"Amazon Web services"
"34793",1340,"Python"
"34794",1340,"R"
"34795",1340,"Bayesian Techniques"
"34796",1340,"Cross-Validation"
"34797",1340,"Data Visualization"
"34798",1340,"Logistic Regression"
"34799",1340,"PCA and Dimensionality Reduction"
"34800",1340,"Other"
"34801",1341,"Data Scientist"
"34802",1341,"Python"
"34803",1341,"College/University"
"34804",1341,"Online courses"
"34805",1341,"Stack Overflow Q&A"
"34806",1341,"YouTube Videos"
"34807",1341,"Other"
"34808",1341,"Natural Language Processing"
"34809",1341,"Outlier detection (e.g. Fraud detection)"
"34810",1341,"Recommendation Engines"
"34811",1341,"Supervised Machine Learning (Tabular Data)"
"34812",1341,"Time Series"
"34813",1341,"Bayesian Techniques"
"34814",1341,"Decision Trees - Gradient Boosted Machines"
"34815",1341,"Decision Trees - Random Forests"
"34816",1341,"Ensemble Methods"
"34817",1341,"Gradient Boosting"
"34818",1341,"Logistic Regression"
"34819",1341,"Neural Networks - RNNs"
"34820",1341,"Support Vector Machines (SVMs)"
"34821",1341,"Bayesian Techniques"
"34822",1341,"Ensemble Methods"
"34823",1341,"Neural Networks"
"34824",1341,"Random Forests"
"34825",1341,"Regression/Logistic Regression"
"34826",1341,"SVMs"
"34827",1341,"Flume"
"34828",1341,"Hadoop/Hive/Pig"
"34829",1341,"NoSQL"
"34830",1341,"Python"
"34831",1341,"QlikView"
"34832",1341,"R"
"34833",1341,"Spark / MLlib"
"34834",1341,"SQL"
"34835",1341,"Tableau"
"34836",1341,"Bayesian Techniques"
"34837",1341,"Cross-Validation"
"34838",1341,"Data Visualization"
"34839",1341,"Ensemble Methods"
"34840",1341,"Naive Bayes"
"34841",1341,"Natural Language Processing"
"34842",1341,"Neural Networks"
"34843",1341,"Random Forests"
"34844",1341,"Recommender Systems"
"34845",1341,"SVMs"
"34846",1341,"Text Analytics"
"34847",1341,"Time Series Analysis"
"34848",1342,"Software Developer/Software Engineer"
"34849",1342,"Python"
"34850",1342,"Blogs"
"34851",1342,"Online courses"
"34852",1342,"Stack Overflow Q&A"
"34853",1342,"Textbook"
"34854",1342,"Trade book"
"34855",1342,"YouTube Videos"
"34856",1342,"Coursera"
"34857",1342,"DataCamp"
"34858",1342,"edX"
"34859",1342,"Udacity"
"34860",1342,"Supervised Machine Learning (Tabular Data)"
"34861",1342,"Time Series"
"34862",1342,"Bayesian Techniques"
"34863",1342,"Logistic Regression"
"34864",1342,"Neural Networks - RNNs"
"34865",1343,"Data Analyst"
"34866",1343,"R"
"34867",1343,"College/University"
"34868",1343,"Personal Projects"
"34869",1343,"Stack Overflow Q&A"
"34870",1343,"Textbook"
"34871",1343,"Natural Language Processing"
"34872",1343,"Supervised Machine Learning (Tabular Data)"
"34873",1343,"Decision Trees - Gradient Boosted Machines"
"34874",1343,"Decision Trees - Random Forests"
"34875",1343,"Neural Networks - CNNs"
"34876",1343,"Support Vector Machines (SVMs)"
"34877",1343,"Regression/Logistic Regression"
"34878",1343,"R"
"34879",1343,"SQL"
"34880",1343,"Tableau"
"34881",1343,"kNN and Other Clustering"
"34882",1343,"Natural Language Processing"
"34883",1343,"Text Analytics"
"34884",1345,"R"
"34885",1345,"Blogs"
"34886",1345,"Kaggle"
"34887",1345,"Newsletters"
"34888",1345,"Non-Kaggle online communities"
"34889",1345,"Online courses"
"34890",1345,"Personal Projects"
"34891",1345,"Other"
"34892",1345,"Supervised Machine Learning (Tabular Data)"
"34893",1345,"Logistic Regression"
"34894",1346,"Scientist/Researcher"
"34895",1346,"Python"
"34896",1346,"Online courses"
"34897",1346,"Coursera"
"34898",1346,"edX"
"34899",1346,"Udacity"
"34900",1346,"Supervised Machine Learning (Tabular Data)"
"34901",1346,"Logistic Regression"
"34902",1347,"Data Scientist"
"34903",1347,"Outlier detection (e.g. Fraud detection)"
"34904",1347,"Supervised Machine Learning (Tabular Data)"
"34905",1347,"Unsupervised Learning"
"34906",1347,"Logistic Regression"
"34907",1347,"Gradient Boosted Machines"
"34908",1347,"Regression/Logistic Regression"
"34909",1347,"Hadoop/Hive/Pig"
"34910",1347,"R"
"34911",1347,"Spark / MLlib"
"34912",1347,"SQL"
"34913",1347,"Tableau"
"34914",1347,"TIBCO Spotfire"
"34915",1347,"Cross-Validation"
"34916",1347,"Data Visualization"
"34917",1347,"Gradient Boosted Machines"
"34918",1347,"kNN and Other Clustering"
"34919",1347,"Logistic Regression"
"34920",1348,"Data Analyst"
"34921",1348,"SQL"
"34922",1348,"Blogs"
"34923",1348,"Kaggle"
"34924",1348,"Personal Projects"
"34925",1348,"Podcasts"
"34926",1348,"Stack Overflow Q&A"
"34927",1348,"YouTube Videos"
"34928",1348,"Natural Language Processing"
"34929",1348,"Logistic Regression"
"34930",1348,"Decision Trees"
"34931",1348,"Random Forests"
"34932",1348,"Other"
"34933",1348,"Amazon Web services"
"34934",1348,"Microsoft Excel Data Mining"
"34935",1348,"Perl"
"34936",1348,"R"
"34937",1348,"SAS Base"
"34938",1348,"SAS Enterprise Miner"
"34939",1348,"SQL"
"34940",1348,"Tableau"
"34941",1348,"Collaborative Filtering"
"34942",1348,"Data Visualization"
"34943",1348,"Text Analytics"
"34944",1349,"DBA/Database Engineer"
"34945",1349,"Python"
"34946",1349,"Stack Overflow Q&A"
"34947",1349,"YouTube Videos"
"34948",1349,"Other (please specify; separate by semi-colon)"
"34949",1349,"Other (please specify; separate by semi-colon)"
"34950",1349,"Cloudera"
"34951",1349,"Hadoop/Hive/Pig"
"34952",1349,"NoSQL"
"34953",1349,"Tableau"
"34954",1349,"Data Visualization"
"34955",1350,"Software Developer/Software Engineer"
"34956",1350,"Python"
"34957",1350,"Blogs"
"34958",1350,"Kaggle"
"34959",1350,"Official documentation"
"34960",1350,"Online courses"
"34961",1350,"Personal Projects"
"34962",1350,"Podcasts"
"34963",1350,"Stack Overflow Q&A"
"34964",1350,"Tutoring/mentoring"
"34965",1350,"Natural Language Processing"
"34966",1350,"Recommendation Engines"
"34967",1350,"Supervised Machine Learning (Tabular Data)"
"34968",1350,"Unsupervised Learning"
"34969",1350,"Decision Trees - Gradient Boosted Machines"
"34970",1350,"Decision Trees - Random Forests"
"34971",1350,"Ensemble Methods"
"34972",1350,"Logistic Regression"
"34973",1350,"Neural Networks - RNNs"
"34974",1350,"Neural Networks"
"34975",1350,"Random Forests"
"34976",1350,"Regression/Logistic Regression"
"34977",1350,"Google Cloud Compute"
"34978",1350,"Jupyter notebooks"
"34979",1350,"NoSQL"
"34980",1350,"Python"
"34981",1350,"SQL"
"34982",1350,"Other"
"34983",1350,"A/B Testing"
"34984",1350,"Natural Language Processing"
"34985",1350,"Neural Networks"
"34986",1350,"Random Forests"
"34987",1350,"Time Series Analysis"
"34988",1351,"Data Scientist"
"34989",1351,"Python"
"34990",1351,"Official documentation"
"34991",1351,"Personal Projects"
"34992",1351,"Podcasts"
"34993",1351,"Textbook"
"34994",1351,"YouTube Videos"
"34995",1351,"Computer Vision"
"34996",1351,"Natural Language Processing"
"34997",1351,"Outlier detection (e.g. Fraud detection)"
"34998",1351,"Supervised Machine Learning (Tabular Data)"
"34999",1351,"Survival Analysis"
"35000",1351,"Time Series"
"35001",1351,"Other (please specify; separate by semi-colon)"
"35002",1351,"Decision Trees - Gradient Boosted Machines"
"35003",1351,"Decision Trees - Random Forests"
"35004",1351,"Ensemble Methods"
"35005",1351,"Gradient Boosting"
"35006",1351,"Logistic Regression"
"35007",1351,"Neural Networks - CNNs"
"35008",1351,"Neural Networks - RNNs"
"35009",1351,"Other (please specify; separate by semi-colon)"
"35010",1351,"CNNs"
"35011",1351,"Decision Trees"
"35012",1351,"Gradient Boosted Machines"
"35013",1351,"Neural Networks"
"35014",1351,"Random Forests"
"35015",1351,"Regression/Logistic Regression"
"35016",1351,"RNNs"
"35017",1351,"Amazon Web services"
"35018",1351,"Hadoop/Hive/Pig"
"35019",1351,"Jupyter notebooks"
"35020",1351,"NoSQL"
"35021",1351,"Python"
"35022",1351,"R"
"35023",1351,"SQL"
"35024",1351,"TensorFlow"
"35025",1351,"Unix shell / awk"
"35026",1351,"CNNs"
"35027",1351,"Cross-Validation"
"35028",1351,"Decision Trees"
"35029",1351,"Gradient Boosted Machines"
"35030",1351,"Logistic Regression"
"35031",1351,"Natural Language Processing"
"35032",1351,"Neural Networks"
"35033",1351,"Random Forests"
"35034",1351,"RNNs"
"35035",1351,"Segmentation"
"35036",1351,"Time Series Analysis"
"35037",1352,"Software Developer/Software Engineer"
"35038",1352,"Python"
"35039",1352,"College/University"
"35040",1352,"Company internal community"
"35041",1352,"Friends network"
"35042",1352,"Kaggle"
"35043",1352,"Online courses"
"35044",1352,"Stack Overflow Q&A"
"35045",1352,"Textbook"
"35046",1352,"YouTube Videos"
"35047",1352,"Supervised Machine Learning (Tabular Data)"
"35048",1352,"Time Series"
"35049",1352,"Bayesian Techniques"
"35050",1352,"Logistic Regression"
"35051",1352,"Regression/Logistic Regression"
"35052",1352,"Amazon Machine Learning"
"35053",1352,"Amazon Web services"
"35054",1352,"Hadoop/Hive/Pig"
"35055",1352,"Java"
"35056",1352,"Jupyter notebooks"
"35057",1352,"Python"
"35058",1352,"R"
"35059",1352,"SQL"
"35060",1352,"Tableau"
"35061",1352,"Data Visualization"
"35062",1352,"kNN and Other Clustering"
"35063",1352,"Logistic Regression"
"35064",1352,"Naive Bayes"
"35065",1352,"Text Analytics"
"35066",1352,"Time Series Analysis"
"35067",1353,"Data Analyst"
"35068",1353,"Python"
"35069",1353,"Blogs"
"35070",1353,"Conferences"
"35071",1353,"Official documentation"
"35072",1353,"Online courses"
"35073",1353,"Stack Overflow Q&A"
"35074",1353,"Textbook"
"35075",1353,"YouTube Videos"
"35076",1353,"Supervised Machine Learning (Tabular Data)"
"35077",1353,"Unsupervised Learning"
"35078",1353,"Decision Trees - Gradient Boosted Machines"
"35079",1353,"Decision Trees - Random Forests"
"35080",1353,"Logistic Regression"
"35081",1353,"Support Vector Machines (SVMs)"
"35082",1353,"Other"
"35083",1353,"Amazon Web services"
"35084",1353,"Hadoop/Hive/Pig"
"35085",1353,"Jupyter notebooks"
"35086",1353,"Python"
"35087",1353,"SQL"
"35088",1353,"Data Visualization"
"35089",1354,"Data Analyst"
"35090",1354,"SQL"
"35091",1354,"Blogs"
"35092",1354,"Kaggle"
"35093",1354,"Online courses"
"35094",1354,"Stack Overflow Q&A"
"35095",1354,"Textbook"
"35096",1354,"YouTube Videos"
"35097",1354,"Outlier detection (e.g. Fraud detection)"
"35098",1354,"Supervised Machine Learning (Tabular Data)"
"35099",1354,"Decision Trees - Gradient Boosted Machines"
"35100",1354,"Ensemble Methods"
"35101",1354,"Gradient Boosting"
"35102",1354,"Logistic Regression"
"35103",1354,"Decision Trees"
"35104",1354,"Ensemble Methods"
"35105",1354,"Gradient Boosted Machines"
"35106",1354,"Random Forests"
"35107",1354,"Regression/Logistic Regression"
"35108",1354,"IBM SPSS Modeler"
"35109",1354,"IBM SPSS Statistics"
"35110",1354,"Microsoft Excel Data Mining"
"35111",1354,"R"
"35112",1354,"SQL"
"35113",1354,"Tableau"
"35114",1354,"Cross-Validation"
"35115",1354,"Data Visualization"
"35116",1354,"Decision Trees"
"35117",1354,"Ensemble Methods"
"35118",1354,"Gradient Boosted Machines"
"35119",1354,"kNN and Other Clustering"
"35120",1354,"Logistic Regression"
"35121",1354,"PCA and Dimensionality Reduction"
"35122",1354,"Prescriptive Modeling"
"35123",1354,"Random Forests"
"35124",1354,"Simulation"
"35125",1354,"Text Analytics"
"35126",1354,"Time Series Analysis"
"35127",1355,"Engineer"
"35128",1355,"R"
"35129",1355,"Blogs"
"35130",1355,"Company internal community"
"35131",1355,"Conferences"
"35132",1355,"Online courses"
"35133",1355,"Coursera"
"35134",1355,"Udacity"
"35135",1356,"Machine Learning Engineer"
"35136",1356,"Python"
"35137",1356,"Arxiv"
"35138",1356,"Kaggle"
"35139",1356,"Personal Projects"
"35140",1356,"Stack Overflow Q&A"
"35141",1356,"Reinforcement learning"
"35142",1356,"Logistic Regression"
"35143",1356,"Neural Networks - RNNs"
"35144",1356,"Neural Networks"
"35145",1356,"Python"
"35146",1356,"TensorFlow"
"35147",1356,"Cross-Validation"
"35148",1356,"Data Visualization"
"35149",1356,"Decision Trees"
"35150",1356,"Neural Networks"
"35151",1356,"PCA and Dimensionality Reduction"
"35152",1356,"Segmentation"
"35153",1356,"Simulation"
"35154",1356,"Time Series Analysis"
"35155",1357,"SQL"
"35156",1357,"Blogs"
"35157",1357,"College/University"
"35158",1357,"Conferences"
"35159",1357,"Friends network"
"35160",1357,"Kaggle"
"35161",1357,"Newsletters"
"35162",1357,"Non-Kaggle online communities"
"35163",1357,"Official documentation"
"35164",1357,"Online courses"
"35165",1357,"Personal Projects"
"35166",1357,"Podcasts"
"35167",1357,"Stack Overflow Q&A"
"35168",1357,"Textbook"
"35169",1357,"Trade book"
"35170",1357,"Tutoring/mentoring"
"35171",1357,"Coursera"
"35172",1357,"DataCamp"
"35173",1357,"edX"
"35174",1357,"Udacity"
"35175",1357,"Outlier detection (e.g. Fraud detection)"
"35176",1357,"Recommendation Engines"
"35177",1357,"Supervised Machine Learning (Tabular Data)"
"35178",1357,"Survival Analysis"
"35179",1357,"Time Series"
"35180",1357,"Unsupervised Learning"
"35181",1357,"Decision Trees - Gradient Boosted Machines"
"35182",1357,"Decision Trees - Random Forests"
"35183",1357,"Ensemble Methods"
"35184",1357,"Evolutionary Approaches"
"35185",1357,"Gradient Boosting"
"35186",1357,"Logistic Regression"
"35187",1357,"Neural Networks - CNNs"
"35188",1357,"Support Vector Machines (SVMs)"
"35189",1358,"Other"
"35190",1358,"Scala"
"35191",1358,"Kaggle"
"35192",1358,"Online courses"
"35193",1358,"Textbook"
"35194",1358,"Trade book"
"35195",1358,"Supervised Machine Learning (Tabular Data)"
"35196",1358,"Time Series"
"35197",1358,"Decision Trees - Random Forests"
"35198",1358,"Evolutionary Approaches"
"35199",1358,"Other"
"35200",1358,"Spark / MLlib"
"35201",1358,"Data Visualization"
"35202",1358,"Decision Trees"
"35203",1358,"Logistic Regression"
"35204",1359,"Other"
"35205",1359,"Python"
"35206",1359,"Online courses"
"35207",1359,"Personal Projects"
"35208",1359,"Textbook"
"35209",1359,"Outlier detection (e.g. Fraud detection)"
"35210",1359,"Supervised Machine Learning (Tabular Data)"
"35211",1359,"Bayesian Techniques"
"35212",1359,"Decision Trees - Gradient Boosted Machines"
"35213",1359,"Decision Trees - Random Forests"
"35214",1359,"Logistic Regression"
"35215",1359,"Support Vector Machines (SVMs)"
"35216",1359,"Decision Trees"
"35217",1359,"Gradient Boosted Machines"
"35218",1359,"Random Forests"
"35219",1359,"Regression/Logistic Regression"
"35220",1359,"SVMs"
"35221",1359,"Python"
"35222",1359,"R"
"35223",1359,"SAS Base"
"35224",1359,"Tableau"
"35225",1359,"TensorFlow"
"35226",1359,"Data Visualization"
"35227",1359,"Decision Trees"
"35228",1359,"Gradient Boosted Machines"
"35229",1359,"Logistic Regression"
"35230",1359,"Natural Language Processing"
"35231",1359,"Prescriptive Modeling"
"35232",1359,"Random Forests"
"35233",1359,"Segmentation"
"35234",1359,"SVMs"
"35235",1359,"Text Analytics"
"35236",1361,"Machine Learning Engineer"
"35237",1361,"Python"
"35238",1361,"Arxiv"
"35239",1361,"Blogs"
"35240",1361,"Official documentation"
"35241",1361,"Online courses"
"35242",1361,"Personal Projects"
"35243",1361,"YouTube Videos"
"35244",1361,"Natural Language Processing"
"35245",1361,"Supervised Machine Learning (Tabular Data)"
"35246",1361,"Bayesian Techniques"
"35247",1361,"Hidden Markov Models HMMs"
"35248",1361,"Logistic Regression"
"35249",1361,"Neural Networks - RNNs"
"35250",1361,"Support Vector Machines (SVMs)"
"35251",1361,"Neural Networks"
"35252",1361,"RNNs"
"35253",1361,"Amazon Web services"
"35254",1361,"Google Cloud Compute"
"35255",1361,"Jupyter notebooks"
"35256",1361,"NoSQL"
"35257",1361,"Python"
"35258",1361,"TensorFlow"
"35259",1361,"Unix shell / awk"
"35260",1361,"Cross-Validation"
"35261",1361,"Logistic Regression"
"35262",1361,"Naive Bayes"
"35263",1361,"Natural Language Processing"
"35264",1361,"Neural Networks"
"35265",1361,"RNNs"
"35266",1362,"Machine Learning Engineer"
"35267",1362,"Recommendation Engines"
"35268",1362,"Supervised Machine Learning (Tabular Data)"
"35269",1362,"Time Series"
"35270",1362,"Bayesian Techniques"
"35271",1362,"Decision Trees - Gradient Boosted Machines"
"35272",1362,"Decision Trees - Random Forests"
"35273",1362,"Ensemble Methods"
"35274",1362,"Gradient Boosting"
"35275",1362,"Logistic Regression"
"35276",1365,"Software Developer/Software Engineer"
"35277",1366,"Other"
"35278",1366,"Supervised Machine Learning (Tabular Data)"
"35279",1366,"Decision Trees - Random Forests"
"35280",1366,"Logistic Regression"
"35281",1366,"Other (please specify; separate by semi-colon)"
"35282",1367,"Data Miner"
"35283",1368,"Software Developer/Software Engineer"
"35284",1369,"Data Scientist"
"35285",1369,"Natural Language Processing"
"35286",1369,"Supervised Machine Learning (Tabular Data)"
"35287",1369,"Unsupervised Learning"
"35288",1369,"Decision Trees - Random Forests"
"35289",1369,"Ensemble Methods"
"35290",1369,"Logistic Regression"
"35291",1369,"Support Vector Machines (SVMs)"
"35292",1369,"Gradient Boosted Machines"
"35293",1369,"Random Forests"
"35294",1369,"Regression/Logistic Regression"
"35295",1369,"Jupyter notebooks"
"35296",1369,"Perl"
"35297",1369,"Python"
"35298",1369,"SQL"
"35299",1369,"Unix shell / awk"
"35300",1370,"R"
"35301",1370,"Blogs"
"35302",1370,"Kaggle"
"35303",1370,"Non-Kaggle online communities"
"35304",1370,"Official documentation"
"35305",1370,"Online courses"
"35306",1370,"Personal Projects"
"35307",1370,"Stack Overflow Q&A"
"35308",1370,"Textbook"
"35309",1370,"Trade book"
"35310",1370,"Coursera"
"35311",1370,"DataCamp"
"35312",1370,"edX"
"35313",1370,"Udacity"
"35314",1370,"Recommendation Engines"
"35315",1370,"Time Series"
"35316",1370,"Unsupervised Learning"
"35317",1370,"Bayesian Techniques"
"35318",1370,"Decision Trees - Gradient Boosted Machines"
"35319",1370,"Decision Trees - Random Forests"
"35320",1370,"Gradient Boosting"
"35321",1370,"Logistic Regression"
"35322",1370,"Support Vector Machines (SVMs)"
"35323",1371,"Software Developer/Software Engineer"
"35324",1371,"Recommendation Engines"
"35325",1371,"Supervised Machine Learning (Tabular Data)"
"35326",1371,"Other (please specify; separate by semi-colon)"
"35327",1371,"Bayesian Techniques"
"35328",1371,"Decision Trees - Random Forests"
"35329",1371,"Ensemble Methods"
"35330",1371,"Gradient Boosting"
"35331",1371,"Logistic Regression"
"35332",1371,"Support Vector Machines (SVMs)"
"35333",1371,"Ensemble Methods"
"35334",1371,"Regression/Logistic Regression"
"35335",1371,"SVMs"
"35336",1372,"Computer Scientist"
"35337",1372,"Supervised Machine Learning (Tabular Data)"
"35338",1372,"Time Series"
"35339",1372,"Regression/Logistic Regression"
"35340",1372,"C/C++"
"35341",1372,"Jupyter notebooks"
"35342",1372,"Mathematica"
"35343",1372,"MATLAB/Octave"
"35344",1372,"Python"
"35345",1372,"R"
"35346",1372,"PCA and Dimensionality Reduction"
"35347",1372,"Time Series Analysis"
"35348",1373,"Other"
"35349",1373,"Python"
"35350",1373,"Kaggle"
"35351",1373,"Online courses"
"35352",1373,"Personal Projects"
"35353",1373,"Stack Overflow Q&A"
"35354",1373,"YouTube Videos"
"35355",1373,"Coursera"
"35356",1373,"DataCamp"
"35357",1373,"Udacity"
"35358",1374,"Predictive Modeler"
"35359",1374,"R"
"35360",1374,"Blogs"
"35361",1374,"Kaggle"
"35362",1374,"Newsletters"
"35363",1374,"Non-Kaggle online communities"
"35364",1374,"Official documentation"
"35365",1374,"Online courses"
"35366",1374,"Stack Overflow Q&A"
"35367",1374,"Textbook"
"35368",1374,"YouTube Videos"
"35369",1374,"Supervised Machine Learning (Tabular Data)"
"35370",1374,"Decision Trees - Gradient Boosted Machines"
"35371",1374,"Decision Trees - Random Forests"
"35372",1374,"Gradient Boosting"
"35373",1374,"Logistic Regression"
"35374",1374,"Regression/Logistic Regression"
"35375",1374,"Python"
"35376",1374,"R"
"35377",1374,"SAS Base"
"35378",1374,"SAS Enterprise Miner"
"35379",1374,"SQL"
"35380",1374,"Data Visualization"
"35381",1374,"Logistic Regression"
"35382",1374,"Prescriptive Modeling"
"35383",1375,"DBA/Database Engineer"
"35384",1375,"Recommendation Engines"
"35385",1375,"Reinforcement learning"
"35386",1375,"Supervised Machine Learning (Tabular Data)"
"35387",1375,"Unsupervised Learning"
"35388",1375,"Bayesian Techniques"
"35389",1375,"Decision Trees - Random Forests"
"35390",1375,"Evolutionary Approaches"
"35391",1375,"Logistic Regression"
"35392",1375,"Support Vector Machines (SVMs)"
"35393",1375,"Google Cloud Compute"
"35394",1375,"Python"
"35395",1375,"R"
"35396",1375,"SQL"
"35397",1375,"Other"
"35398",1376,"Predictive Modeler"
"35399",1376,"Python"
"35400",1376,"Blogs"
"35401",1376,"Conferences"
"35402",1376,"Kaggle"
"35403",1376,"Newsletters"
"35404",1376,"Personal Projects"
"35405",1376,"Podcasts"
"35406",1376,"Textbook"
"35407",1376,"Supervised Machine Learning (Tabular Data)"
"35408",1376,"Decision Trees - Gradient Boosted Machines"
"35409",1376,"Decision Trees - Random Forests"
"35410",1376,"Ensemble Methods"
"35411",1376,"Gradient Boosting"
"35412",1376,"Logistic Regression"
"35413",1376,"Gradient Boosted Machines"
"35414",1376,"Regression/Logistic Regression"
"35415",1376,"R"
"35416",1376,"Cross-Validation"
"35417",1376,"Data Visualization"
"35418",1376,"Gradient Boosted Machines"
"35419",1376,"Logistic Regression"
"35420",1376,"Random Forests"
"35421",1378,"Scientist/Researcher"
"35422",1378,"R"
"35423",1378,"Blogs"
"35424",1378,"College/University"
"35425",1378,"Conferences"
"35426",1378,"Friends network"
"35427",1378,"Official documentation"
"35428",1378,"Online courses"
"35429",1378,"Personal Projects"
"35430",1378,"Stack Overflow Q&A"
"35431",1378,"Textbook"
"35432",1378,"YouTube Videos"
"35433",1378,"Time Series"
"35434",1378,"Unsupervised Learning"
"35435",1378,"Bayesian Techniques"
"35436",1378,"Ensemble Methods"
"35437",1378,"Bayesian Techniques"
"35438",1378,"Ensemble Methods"
"35439",1378,"Evolutionary Approaches"
"35440",1378,"Regression/Logistic Regression"
"35441",1378,"Amazon Web services"
"35442",1378,"C/C++"
"35443",1378,"Jupyter notebooks"
"35444",1378,"R"
"35445",1378,"SQL"
"35446",1378,"Stan"
